city,target,week,value,source,metric
Montreal,fluA,2025-10-05,0.0122287520131786,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-10-12,0.0122287520131786,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-10-19,0.101335306919013,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-10-26,1.18522466021428,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-11-02,0.668646135987248,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-11-09,0.955535655039341,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-11-16,3.36348422005724,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-11-23,3.93402148046989,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-11-30,17.5325234262177,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-12-07,24.8334501180581,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-12-14,25.499677252976,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2025-12-21,22.0809827143474,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2026-01-04,7.28898265235769,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2026-01-11,4.22254618028149,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2026-01-18,1.57639234266144,Canada (health-infobase; PMMoV-normalized index),pmmov_index
Montreal,fluA,2026-01-25,2.26028558884358,Canada (health-infobase; PMMoV-normalized index),pmmov_index
